Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[disease]	Characteristics[xenograft]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Array Data File	Comment[MD5]	Factor Value[xenograft]
5_317_R4_HJMYLBGX7_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	5_317_R4_HJMYLBGX7_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	5_317_R4_HJMYLBGX7_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	5_317_R4_HJMYLBGX7_L001	sequencing assay	5_317_R4_HJMYLBGX7_L001.fastq.gz	67bfdbb095358be3d798318bd8880436	5_317_R4_HJMYLBGX7_L001
5_317_R4_HJMYLBGX7_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	5_317_R4_HJMYLBGX7_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	5_317_R4_HJMYLBGX7_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	5_317_R4_HJMYLBGX7_L002	sequencing assay	5_317_R4_HJMYLBGX7_L002.fastq.gz	b0d0d3ef3d0e16eecc45818546d66955	5_317_R4_HJMYLBGX7_L002
5_317_R4_HJMYLBGX7_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	5_317_R4_HJMYLBGX7_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	5_317_R4_HJMYLBGX7_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	5_317_R4_HJMYLBGX7_L003	sequencing assay	5_317_R4_HJMYLBGX7_L003.fastq.gz	5afb55c243da8a9ce136425e685f43be	5_317_R4_HJMYLBGX7_L003
5_317_R4_HJMYLBGX7_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	5_317_R4_HJMYLBGX7_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	5_317_R4_HJMYLBGX7_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	5_317_R4_HJMYLBGX7_L004	sequencing assay	5_317_R4_HJMYLBGX7_L004.fastq.gz	ff9f6b3c0d198bc7336a02428122c51c	5_317_R4_HJMYLBGX7_L004
5_expression_high	hg19	breast.hg19	Breast.cancer	5_expression_high.txt	PDTX.gene.expression.from.Bruna.et.al.Cell.2016	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	5_expression_high	SINGLE	unspecified	TRANSCRIPTOMIC	OTHER	Protocol 4	Cancer Research UK Cambridge Institute	5_expression_high	sequencing assay	5_expression_high.txt	541c434460b28769d19a011ffc68928f	5_expression_high.txt
5_expression_low	hg19	breast.hg19	Breast.cancer	5_expression_low.txt	PDTX.gene.expression.from.Bruna.et.al.Cell.2016	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	5_expression_low	SINGLE	unspecified	TRANSCRIPTOMIC	OTHER	Protocol 4	Cancer Research UK Cambridge Institute	5_expression_low	sequencing assay	5_expression_low.txt	2bfb2cd04291692d88d04e0b4c87d720	5_expression_low.txt
5_expression_mid	hg19	breast.hg19	Breast.cancer	5_expression_mid.txt	PDTX.gene.expression.from.Bruna.et.al.Cell.2016	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	5_expression_mid	SINGLE	unspecified	TRANSCRIPTOMIC	OTHER	Protocol 4	Cancer Research UK Cambridge Institute	5_expression_mid	sequencing assay	5_expression_mid.txt	ef9c3771bf2a5cbb0ebc957297e0e656	5_expression_mid.txt
863_317_input.hg19.merged.nodup.w5.rpm	hg19	breast.hg19	Breast.cancer	863_317_input.hg19.merged.nodup.w5.rpm.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_input.hg19.merged.nodup.w5.rpm	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_input.hg19.merged.nodup.w5.rpm	sequencing assay	863_317_input.hg19.merged.nodup.w5.rpm.bw	8515bb66a4a8841441488220ebe6372a	863_317_input.hg19.merged.nodup.w5.rpm.bw
863_317_input_HHT2KBGX7_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	863_317_input_HHT2KBGX7_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_input_HHT2KBGX7_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_input_HHT2KBGX7_L001	sequencing assay	863_317_input_HHT2KBGX7_L001.fastq.gz	98b71ef922198507c1bbea5b0e2d6644	863_317_input_HHT2KBGX7_L001
863_317_input_HHT2KBGX7_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	863_317_input_HHT2KBGX7_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_input_HHT2KBGX7_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_input_HHT2KBGX7_L002	sequencing assay	863_317_input_HHT2KBGX7_L002.fastq.gz	5cbb086a7e3c0a64176a17287308d06c	863_317_input_HHT2KBGX7_L002
863_317_input_HHT2KBGX7_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	863_317_input_HHT2KBGX7_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_input_HHT2KBGX7_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_input_HHT2KBGX7_L003	sequencing assay	863_317_input_HHT2KBGX7_L003.fastq.gz	5a9005f1b48e4f2d938fcd60ec3eb34a	863_317_input_HHT2KBGX7_L003
863_317_input_HHT2KBGX7_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	863_317_input_HHT2KBGX7_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_input_HHT2KBGX7_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_input_HHT2KBGX7_L004	sequencing assay	863_317_input_HHT2KBGX7_L004.fastq.gz	124723cf504f2541b96878cfacdad7d5	863_317_input_HHT2KBGX7_L004
863_317_R1.hg19.merged.nodup.w5.rpm.sub.dm6	hg19	breast.hg19	Breast.cancer	863_317_R1.hg19.merged.nodup.w5.rpm.sub.dm6.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_R1.hg19.merged.nodup.w5.rpm.sub.dm6	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_R1.hg19.merged.nodup.w5.rpm.sub.dm6	sequencing assay	863_317_R1.hg19.merged.nodup.w5.rpm.sub.dm6.bw	07a318a5ce122fc5d2ada34f353b20ee	863_317_R1.hg19.merged.nodup.w5.rpm.sub.dm6.bw
863_317_R1_HHT2KBGX7_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	863_317_R1_HHT2KBGX7_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_R1_HHT2KBGX7_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_R1_HHT2KBGX7_L001	sequencing assay	863_317_R1_HHT2KBGX7_L001.fastq.gz	df3414ab74b951917c5d13763d4edab8	863_317_R1_HHT2KBGX7_L001
863_317_R1_HHT2KBGX7_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	863_317_R1_HHT2KBGX7_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_R1_HHT2KBGX7_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_R1_HHT2KBGX7_L002	sequencing assay	863_317_R1_HHT2KBGX7_L002.fastq.gz	2295151cded87c8a6dfa9b500fbbd840	863_317_R1_HHT2KBGX7_L002
863_317_R1_HHT2KBGX7_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	863_317_R1_HHT2KBGX7_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_R1_HHT2KBGX7_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_R1_HHT2KBGX7_L003	sequencing assay	863_317_R1_HHT2KBGX7_L003.fastq.gz	1ac01d115ae870fdade38cfd557e731f	863_317_R1_HHT2KBGX7_L003
863_317_R1_HHT2KBGX7_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	863_317_R1_HHT2KBGX7_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_R1_HHT2KBGX7_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_R1_HHT2KBGX7_L004	sequencing assay	863_317_R1_HHT2KBGX7_L004.fastq.gz	b4a445e71a44178d5f5fce31cadc5c77	863_317_R1_HHT2KBGX7_L004
863_317_R2.hg19.merged.nodup.w5.rpm.sub.dm6	hg19	breast.hg19	Breast.cancer	863_317_R2.hg19.merged.nodup.w5.rpm.sub.dm6.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_R2.hg19.merged.nodup.w5.rpm.sub.dm6	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_R2.hg19.merged.nodup.w5.rpm.sub.dm6	sequencing assay	863_317_R2.hg19.merged.nodup.w5.rpm.sub.dm6.bw	cb379b4d0c5795cc271bdb9f599a1316	863_317_R2.hg19.merged.nodup.w5.rpm.sub.dm6.bw
863_317_R2_HHT2KBGX7_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	863_317_R2_HHT2KBGX7_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_R2_HHT2KBGX7_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_R2_HHT2KBGX7_L001	sequencing assay	863_317_R2_HHT2KBGX7_L001.fastq.gz	1a51dd785f2b4ee55d803817e93cf7fe	863_317_R2_HHT2KBGX7_L001
863_317_R2_HHT2KBGX7_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	863_317_R2_HHT2KBGX7_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_R2_HHT2KBGX7_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_R2_HHT2KBGX7_L002	sequencing assay	863_317_R2_HHT2KBGX7_L002.fastq.gz	e38383625416359dd7cc779a17b58b54	863_317_R2_HHT2KBGX7_L002
863_317_R2_HHT2KBGX7_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	863_317_R2_HHT2KBGX7_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_R2_HHT2KBGX7_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_R2_HHT2KBGX7_L003	sequencing assay	863_317_R2_HHT2KBGX7_L003.fastq.gz	4ff4976badde1cc775a28219fde05cdf	863_317_R2_HHT2KBGX7_L003
863_317_R2_HHT2KBGX7_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	863_317_R2_HHT2KBGX7_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_R2_HHT2KBGX7_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_R2_HHT2KBGX7_L004	sequencing assay	863_317_R2_HHT2KBGX7_L004.fastq.gz	3cb11099176874988355302c7a2d4f52	863_317_R2_HHT2KBGX7_L004
863_317_R3.hg19.merged.nodup.w5.rpm.sub.dm6	hg19	breast.hg19	Breast.cancer	863_317_R3.hg19.merged.nodup.w5.rpm.sub.dm6.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_R3.hg19.merged.nodup.w5.rpm.sub.dm6	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_R3.hg19.merged.nodup.w5.rpm.sub.dm6	sequencing assay	863_317_R3.hg19.merged.nodup.w5.rpm.sub.dm6.bw	a38db2d4f248756dbffdcb6fa24da152	863_317_R3.hg19.merged.nodup.w5.rpm.sub.dm6.bw
863_317_R3_HHT2KBGX7_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	863_317_R3_HHT2KBGX7_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_R3_HHT2KBGX7_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_R3_HHT2KBGX7_L001	sequencing assay	863_317_R3_HHT2KBGX7_L001.fastq.gz	76d09cb4cae61d8d80027ac1e16009bd	863_317_R3_HHT2KBGX7_L001
863_317_R3_HHT2KBGX7_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	863_317_R3_HHT2KBGX7_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_R3_HHT2KBGX7_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_R3_HHT2KBGX7_L002	sequencing assay	863_317_R3_HHT2KBGX7_L002.fastq.gz	9bfa90b3690520cf5be96cf0f4ad4588	863_317_R3_HHT2KBGX7_L002
863_317_R3_HHT2KBGX7_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	863_317_R3_HHT2KBGX7_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_R3_HHT2KBGX7_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_R3_HHT2KBGX7_L003	sequencing assay	863_317_R3_HHT2KBGX7_L003.fastq.gz	98a97a82d705d9ca7ecbaafbb26b340b	863_317_R3_HHT2KBGX7_L003
863_317_R3_HHT2KBGX7_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	863_317_R3_HHT2KBGX7_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_R3_HHT2KBGX7_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_R3_HHT2KBGX7_L004	sequencing assay	863_317_R3_HHT2KBGX7_L004.fastq.gz	493f9aff3ffb226fc493d4add5a1578e	863_317_R3_HHT2KBGX7_L004
863_317_R4.hg19.merged.nodup.w5.rpm.sub.dm6	hg19	breast.hg19	Breast.cancer	863_317_R4.hg19.merged.nodup.w5.rpm.sub.dm6.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_R4.hg19.merged.nodup.w5.rpm.sub.dm6	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_R4.hg19.merged.nodup.w5.rpm.sub.dm6	sequencing assay	863_317_R4.hg19.merged.nodup.w5.rpm.sub.dm6.bw	c2afdb2327d30b90d52e401f1cf4dcab	863_317_R4.hg19.merged.nodup.w5.rpm.sub.dm6.bw
863_317_R4_HHT2KBGX7_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	863_317_R4_HHT2KBGX7_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_R4_HHT2KBGX7_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_R4_HHT2KBGX7_L001	sequencing assay	863_317_R4_HHT2KBGX7_L001.fastq.gz	21f2b9d211986f0bb761604aeaefde9d	863_317_R4_HHT2KBGX7_L001
863_317_R4_HHT2KBGX7_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	863_317_R4_HHT2KBGX7_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_R4_HHT2KBGX7_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_R4_HHT2KBGX7_L002	sequencing assay	863_317_R4_HHT2KBGX7_L002.fastq.gz	cfcf5e4955c8cd5545f6a911a08e6d43	863_317_R4_HHT2KBGX7_L002
863_317_R4_HHT2KBGX7_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	863_317_R4_HHT2KBGX7_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_R4_HHT2KBGX7_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_R4_HHT2KBGX7_L003	sequencing assay	863_317_R4_HHT2KBGX7_L003.fastq.gz	e35306ba9320459fbba9fa63e09cde92	863_317_R4_HHT2KBGX7_L003
863_317_R4_HHT2KBGX7_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	863_317_R4_HHT2KBGX7_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	863_317_R4_HHT2KBGX7_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	863_317_R4_HHT2KBGX7_L004	sequencing assay	863_317_R4_HHT2KBGX7_L004.fastq.gz	5f6847af70e6de7f41fb8654669a4556	863_317_R4_HHT2KBGX7_L004
98_181_input.all.hg19.merged.nodup.25M.w5.rpm	hg19	breast.hg19	Breast.cancer	98_181_input.all.hg19.merged.nodup.25M.w5.rpm.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	98_181_input.all.hg19.merged.nodup.25M.w5.rpm	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	98_181_input.all.hg19.merged.nodup.25M.w5.rpm	sequencing assay	98_181_input.all.hg19.merged.nodup.25M.w5.rpm.bw	1d6a6e60b83ffcf60ef44b398e6981a4	98_181_input.all.hg19.merged.nodup.25M.w5.rpm.bw
98_181_input_HLM2CBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	98_181_input_HLM2CBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	98_181_input_HLM2CBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	98_181_input_HLM2CBGX3_L001	sequencing assay	98_181_input_HLM2CBGX3_L001.fastq.gz	3878e384c8c3ca8b56dd521850917b0c	98_181_input_HLM2CBGX3_L001
98_181_input_HLM2CBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	98_181_input_HLM2CBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	98_181_input_HLM2CBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	98_181_input_HLM2CBGX3_L002	sequencing assay	98_181_input_HLM2CBGX3_L002.fastq.gz	75791d4663581e494bb720dde46ce6a2	98_181_input_HLM2CBGX3_L002
98_181_input_HLM2CBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	98_181_input_HLM2CBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	98_181_input_HLM2CBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	98_181_input_HLM2CBGX3_L003	sequencing assay	98_181_input_HLM2CBGX3_L003.fastq.gz	a005dcbba17d6a5f02210289b2ec0061	98_181_input_HLM2CBGX3_L003
98_181_input_HLM2CBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	98_181_input_HLM2CBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	98_181_input_HLM2CBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	98_181_input_HLM2CBGX3_L004	sequencing assay	98_181_input_HLM2CBGX3_L004.fastq.gz	c0e0433182e4d20e0a7191583c7fba5f	98_181_input_HLM2CBGX3_L004
98_181_input_HT7TLBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	98_181_input_HT7TLBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	98_181_input_HT7TLBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	98_181_input_HT7TLBGX3_L001	sequencing assay	98_181_input_HT7TLBGX3_L001.fastq.gz	1aecc39f19849e59f929efff15d0006f	98_181_input_HT7TLBGX3_L001
98_181_input_HT7TLBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	98_181_input_HT7TLBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	98_181_input_HT7TLBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	98_181_input_HT7TLBGX3_L002	sequencing assay	98_181_input_HT7TLBGX3_L002.fastq.gz	a909548d541655811ab441b1305d83ab	98_181_input_HT7TLBGX3_L002
98_181_input_HT7TLBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	98_181_input_HT7TLBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	98_181_input_HT7TLBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	98_181_input_HT7TLBGX3_L003	sequencing assay	98_181_input_HT7TLBGX3_L003.fastq.gz	cf29715d6253d940ce13617357898db9	98_181_input_HT7TLBGX3_L003
98_181_input_HT7TLBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	98_181_input_HT7TLBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	98_181_input_HT7TLBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	98_181_input_HT7TLBGX3_L004	sequencing assay	98_181_input_HT7TLBGX3_L004.fastq.gz	6502a1db27993a0b2d5e72f685ce8187	98_181_input_HT7TLBGX3_L004
98_181_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6	hg19	breast.hg19	Breast.cancer	98_181_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	98_181_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	98_181_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6	sequencing assay	98_181_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	5ea17a72c1c05def059e7caac1cbcde4	98_181_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw
98_181_R1_HLM2CBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	98_181_R1_HLM2CBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	98_181_R1_HLM2CBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	98_181_R1_HLM2CBGX3_L001	sequencing assay	98_181_R1_HLM2CBGX3_L001.fastq.gz	d49c9be515c5e0490f8da632b564c005	98_181_R1_HLM2CBGX3_L001
98_181_R1_HLM2CBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	98_181_R1_HLM2CBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	98_181_R1_HLM2CBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	98_181_R1_HLM2CBGX3_L002	sequencing assay	98_181_R1_HLM2CBGX3_L002.fastq.gz	3fd8c5ce9a714366bb45b49529ff324a	98_181_R1_HLM2CBGX3_L002
